"Document ChEMBL ID";"Journal";"Source ID";"Source Description";"Title";"PubMed ID";"DOI";"Patent ID";"Authors";"Year";"Volume";"Issue";"First Page";"Last Page";"Document Type";"Abstract";"Compounds";"Targets";"Activities";"ChEMBL Release";"ChEMBL Release Creation Date"
"CHEMBL2113921";"";"23";"Open Source Malaria Screening";"Open Source Malaria Deposition 1. http://malaria.ourexperiment.org";"";"10.6019/CHEMBL2113921";"";"Vicky Avery (a), Jonathan Baell (b), Sanjay Batra (c), Jeremy Burrows (d), Soumya Bhattacharyya (c), Felix Calderon (e), Sue Charman(b), James R. Cronshaw (g), Sergio Wittlin (f), Matin Dean (g), Sandra Duffy (a), Sabine Fletcher (a), Javier Gamo (e), Zoe Hungerford (g), James Pham (h), Stuart Ralph (h), Murray N. Robertson (g), Matthew Tarnowski (g), Matthew H. Todd (g), Alice E. Williamson (g), Paul Willis (d), Karen White (b), Laura White (g), Paul M.Ylioja (g).

(a) Discovery Biology, Eskitis Institute for Cell and Molecular Therapies, Griffith University, Nathan, QLD 4111, Australia;
(b) Monash Institute of Pharmaceutical Sciences, Monash University, 381 Royal Parade, Parkville, VIC 3052, Australia;
(c) Medicinal Chemistry Division, Central Drug Research Institute, PO Box 173, Lucknow, 226 001, India;
(d) Medicines for Malaria Venture, PO Box 1826, 20 rte de Pré-Bois, 1215 Geneva 15, Switzerland;
(e) Tres Cantos Medicines Development Campus, Diseases of the Developing World (DDW), GlaxoSmithKline, Severo Ochoa 2, 28760 Tres Cantos, Spain;
(f) Swiss Tropical and Public Health Institute, Socinstr. 57, 4051 Basel, Switzerland;
(g) School of Chemistry, The University of Sydney, NSW 2006, Australia;
(h) Department of Biochemistry & Molecular Biology, Bio21 Molecular Science and Biotechnology Institute, The University of Melbourne, Victoria, 3010, Australia.";"";"";"";"";"";"DATASET";"Screening of compounds synthesised and sourced by the OSDDMalaria consortium against Plasmodium falciparum and measurement of cytotoxicity.";"93";"6";"226";"CHEMBL_16";"2013-05-07"
"CHEMBL4303097";"";"52";"SARS-CoV-2 Screening Data";"In vitro screening of a FDA approved chemical library reveals potential inhibitors of SARS-CoV-2 replication";"";"10.1101/2020.04.03.023846";"";"Franck Touret, Magali Gilles, Karine Barral, Antoine Nougairède, Etienne Decroly, Xavier de Lamballerie, Bruno Coutard";"2020";"";"";"";"";"DATASET";"A novel coronavirus, named SARS-CoV-2, emerged in 2019 from Hubei region in China and rapidly spread worldwide. As no approved therapeutics exists to treat Covid-19, the disease associated to SARS-Cov-2, there is an urgent need to propose molecules that could quickly enter into clinics. Repurposing of approved drugs is a strategy that can bypass the time consuming stages of drug development. In this study, we screened the Prestwick Chemical Library® composed of 1,520 approved drugs in an infected cell-based assay. 90 compounds were identified. The robustness of the screen was assessed by the identification of drugs, such as Chloroquine derivatives and protease inhibitors, already in clinical trials. The hits were sorted according to their chemical composition and their known therapeutic effect, then EC50 and CC50 were determined for a subset of compounds. Several drugs, such as Azithromycine, Opipramol, Quinidine or Omeprazol present antiviral potency with 2<EC50<20µM. By providing new information on molecules inhibiting SARS-CoV-2 replication in vitro, this study could contribute to the short-term repurposing of drugs against Covid-19.";"1520";"3";"1571";"CHEMBL_27";"2020-05-18"
"CHEMBL2028040";"";"17";"Medicines for Malaria Venture (MMV) Malaria Box";"Malaria Box";"";"10.6019/CHEMBL2028040";"";"Simon Macdonald, Paul Willis, Paul Kowalczyk, Thomas Spangenberg, Jeremy Burrows and Tim Wells. Medicines for Malaria Venture (MMV), PO Box 1826, 20, rte de Pré-Bois, 1215 Geneva 15, Switzerland and SCYNEXIS Inc. P.O. Box 12878 Research Triangle Park, North Carolina 27709-2878 USA";"";"";"";"";"";"DATASET";"Screening of the MMV malaria box compounds against Plasmodium falciparum, Trypanosoma cruzi and brucei, Leishmania infantum and measurement of cytotoxicity.";"400";"6";"2822";"CHEMBL_15";"2013-01-23"
"CHEMBL5604062";"";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"ASAP - ZIKV NS2B-NS3 protease fluorescence dose response";"";"10.6019/CHEMBL5604062";"";"ASAP Discovery Consortium";"2024";"";"";"";"";"DATASET";"According to the assay cascade defined by the AI-driven Structure-enabled Antiviral Platform (ASAP, https://asapdiscovery.org) which contains assays and progression criteria used by the drug discovery program, this dataset includes ZIKV NS2B-NS3 protease fluorescence dose response data.";"2852";"1";"3351";"CHEMBL_36";"2025-07-28"
"CHEMBL5604064";"";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"ASAP - DENV-1 NS2B-NS3 protease fluorescence dose response";"";"10.6019/CHEMBL5604064";"";"ASAP Discovery Consortium";"2024";"";"";"";"";"DATASET";"According to the assay cascade defined by the AI-driven Structure-enabled Antiviral Platform (ASAP, https://asapdiscovery.org) which contains assays and progression criteria used by the drug discovery program, this dataset includes DENV-1 NS2B-NS3 protease fluorescence dose response data.";"108";"1";"119";"CHEMBL_36";"2025-07-28"
"CHEMBL5604061";"";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"ASAP - WNV NS2B-NS3 protease fluorescence dose response";"";"10.6019/CHEMBL5604061";"";"ASAP Discovery Consortium";"2024";"";"";"";"";"DATASET";"According to the assay cascade defined by the AI-driven Structure-enabled Antiviral Platform (ASAP, https://asapdiscovery.org) which contains assays and progression criteria used by the drug discovery program, this dataset includes WNV NS2B-NS3 protease fluorescence dose response data.";"342";"1";"372";"CHEMBL_36";"2025-07-28"
"CHEMBL4507282";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BI-1950";"";"10.6019/CHEMBL4507282";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BI-1950 was donated by Boehringer Ingelheim. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI-1950. Control: BI-9446. References: 1. Latli, Bachir, Matt Hrapchak, Guisheng Li, Jon Lorenz, Josh Horan, Carl A. Busacca, and Chris H. Senanayake. 2019. ‘Synthesis of Highly Potent Lymphocyte Function-Associated Antigen-1 Antagonists Labeled with Carbon-14 and with Stable Isotopes, Part 3’. Journal of Labelled Compounds & Radiopharmaceuticals 62(2):77–85. PMID: 30466143.";"2";"468";"1116";"CHEMBL_28";"2021-01-15"
"CHEMBL4295262";"";"49";"HESI Cardiac Safety Committee Myocyte Subteam dataset";"Evaluation of the utility of stem-cell derived cardiomyocytes for drug proarrhythmic potential";"";"10.6019/CHEMBL4295262";"";"HESI Myocyte Subteam: Blinova K., Brock M., Dang Q., Entcheva E., Feaster T.K., Gintant G., Guo, L., Herron T., Kanda Y., Kettenhofen R., Kraushaar U., Lu H.R., Lu J., Millard D., Objero-Paz C., Osada T., Pang L., Pierson J., Sawada K., Sekino Y., Shi H., Smith G., Snodgrass R., Stockbridge N., Strauss D.G., Traebert M., Wakatsuki T., Wu J., Zeng H., Zhang X.";"2019";"";"";"";"";"DATASET";"HESI Myocyte Subteam dataset with stem cell-derived cardiomyocytes (PSC-CMs) to evaluate use in an in vitro proarrhythmia model. Data includes electrophysiologic responses to 28 drugs linked to low, intermediate, and high torsades de pointes (TdP) risk categories using multiple cell lines and standardized protocols in a blinded, international multisite study using multielectrode array or voltage-sensing optical approaches.";"29";"1";"986";"CHEMBL_26";"2020-01-10"
"CHEMBL5445981";"";"65";"EUbOPEN Chemogenomic Library Literature Data";"Affinity On-target Cellular Literature for EUbOPEN Chemogenomic Library";"";"10.6019/CHEMBL5445981";"";"EUbOPEN";"2024";"";"";"";"";"DATASET";"Affinity On-target Cellular Literature";"57";"69";"97";"CHEMBL_35";"2024-12-01"
"CHEMBL4495565";"";"52";"SARS-CoV-2 Screening Data";"Cytopathic SARS-Cov2 screening on VERO-E6 cells in a large repurposing effort";"";"10.6019/CHEMBL4495565";"";"Andrea Zaliani, Laura Vangeel, Jeanette Reinshagen, Daniela Iaconis, Maria Kuzikov, Oliver Keminer, Markus Wolf, Bernhard Ellinger, Francesca Esposito, Angela Corona, Enzo Tramontano, Candida Manelfi, Katja Herzog, Dirk Jochmans, Steven De Jonghe, Winston Chiu, Thibault Francken, Joost Schepers, Caroline Collard, Kayvan Abbasi, Carsten Claussen , Vincenzo Summa, Andrea R. Beccari, Johan Neyts, Philip Gribbon and Pieter Leyssen";"2020";"";"";"";"";"DATASET";"Worldwide, there are intensive efforts to identify repurposed drugs as potential therapies against SARS-CoV-2 infection and the associated COVID-19 disease. To date, the anti-inflammatory drug dexamethasone and (to a lesser extent) the RNA-polymerase inhibitor remdesivir have been shown to be effective in reducing mortality and patient time to recovery, respectively, in patients. Here, we report the results of a phenotypic screening campaign within an EU-funded project (H2020-EXSCALATE4COV) aimed at extending the repertoire of anti-COVID therapeutics through repurposing of available compounds and highlighting compounds with new mechanisms of action against viral infection. We screened 8702 molecules from different repurposing libraries, to reveal 110 compounds with an anti-cytopathic IC50 < 20 µM. From this group, 18 with a safety index greater than 2 are also marketed drugs, making them suitable for further study as potential therapies against COVID-19. Our result supports the idea that a systematic approach to repurposing is a valid strategy to accelerate the necessary drug discovery process.";"7163";"3";"18358";"CHEMBL_28";"2021-01-15"
"CHEMBL3392926";"";"14";"Drugs for Neglected Diseases Initiative (DNDi)";"Antiprotozoal Activity Profiling of Approved Drugs: A Starting Point toward Drug Repositioning";"";"10.6019/CHEMBL3392926";"";"Kaiser M, Mäser P, Tadoori LP, Ioset JR, Brun R.";"";"";"";"";"";"DATASET";"In this study, a set of 100 registered drugs with drug repositioning potential for neglected tropical diseases was assembled. The compound collection was systematically screened against protozoan parasites, namely T. b. rhodesiense, L. donovani, T. cruzi and P. falciparum. Several drugs and drug classes exhibited in vitro activity and selectivity against one of the protozoan parasites. The results offer opportunities for drug repurposing and the identified compound classes could also be a starting point for new drug discovery projects. See also publication: Antiprotozoal Activity Profiling of Approved Drugs: A Starting Point toward Drug Repositioning. PLoS One. 2015 10(8): e0135556.";"98";"5";"700";"CHEMBL_21";"2016-02-01"
"CHEMBL5724709";"";"55";"EUbOPEN Chemogenomic Library";"EUbOPEN Chemogenomics Library - IncuCyte";"";"10.6019/CHEMBL5724709";"";"EUbOPEN";"2024";"";"";"";"";"DATASET";"Cell Viability-IncuCyte assay results for EUbOPEN Chemogenomics Library: The IncuCyte Viability assay is used to investigate cytotoxicity over 24h. This first determinant as an in cell quality control of different compounds is based on confluence analysis by brightfield acquisition. Compounds are classfiied according to their calculated growth rate in healhty, cytostatic or cytotoxic.";"226";"3";"1362";"CHEMBL_36";"2025-07-28"
"CHEMBL5723586";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BI-1915";"";"10.6019/CHEMBL5723586";"";"SGC Frankfurt";"2024";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BI-1915 was donated by Boehringer Ingelheim. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI-1915. Control: BI-1920. References: 1. Moss, Neil, Zhaoming Xiong, Mike Burke, Derek Cogan, Donghong A. Gao, Kathleen Haverty, Alexander Heim-Riether, Eugene R. Hickey, Raj Nagaraja, Matthew Netherton, Kathy O’Shea, Philip Ramsden, Racheline Schwartz, Daw-Tsun Shih, Yancey Ward, Erick Young, and Qing Zhang. 2012. ‘Exploration of Cathepsin S Inhibitors Characterized by a Triazole P1-P2 Amide Replacement’. Bioorganic & Medicinal Chemistry Letters 22(23):7189–93. PMID: 23084902 (Compound 2).";"2";"84";"268";"CHEMBL_36";"2025-07-28"
"CHEMBL3137440";"";"14";"Drugs for Neglected Diseases Initiative (DNDi)";"DNDi T. cruzi fenarimol series dataset from which preclinical candidate EPL-BS0967 was identified (see also related datasets: CHEMBL3137386 and CHEMBL2448688)";"";"10.6019/CHEMBL3137440";"";"Martine Keenan, Paul W. Alexander, Jason H Chaplin, Michael J Abbott, Hugo Diao, Zhisen Wang, Wayne M Best, Catherine J Perez, Scott MJ Cornwall, Sarah K Keatley, RC Andrew Thompson, Susan A Charman, Karen L White, Eileen Ryan, Gong Chen, Jean-Robert Ioset, Thomas W von Geldern, Eric Chatelain";"";"";"";"";"";"DATASET";"Inhibitors of Trypanosoma cruzi with novel mechanisms of action are urgently required to diversify the current clinical and preclinical pipelines. Increasing the number and diversity of hits available for assessment at the beginning of the discovery process will help to achieve this aim. Results: We report the evaluation of multiple hits generated from a high-throughput screen to identify inhibitors of T. cruzi and from these studies the discovery of two novel series currently in lead optimization. Lead compounds from these series potently and selectively inhibit growth of T. cruzi in vitro and the most advanced compound is orally active in a subchronic mouse model of T. cruzi infection. Conclusion: High-throughput screening of novel compound collections has an important role to play in diversifying the trypanosomatid drug discovery portfolio. A new T. cruzi inhibitor series with good drug-like properties and promising in vivo efficacy has been identified through this process. This is the dataset from which preclinical candidate EPL-BS0967 was identified.";"64";"11";"735";"CHEMBL_19";"2014-07-03"
"CHEMBL3885741";"";"30";"Kinetics for Drug Discovery (K4DD)";"K4DD drug target binding kinetics data";"";"10.6019/CHEMBL3885741";"";"Doris A.Schuetz, Wilhelmus Egbertus Arnout de Witte, Yin Cheong Wong, Bernhard Knasmueller, Lars Richter, Daria B. Kokh, S. Kashif Sadiq, Reggie Bosma, Indira Nederpelt, Laura H. Heitman, Elena Segala, Marta Amaral, Dong Guo, Dorothee Andres, Victoria Georgi, Leigh A. Stoddart, Steve Hill, Robert M. Cooke, Chris De Graaf, Rob Leurs, Matthias Frech, Rebecca C. Wade, Elizabeth Cunera Mariade Lange, Adriaan P. IJzerman, Anke Müller-Fahrnow, Gerhard F. Ecker";"";"";"";"";"";"DATASET";"The K4DD (Kinetics for Drug Discovery) project (started in 2012) is supported by the Innovative Medicines Initiative Joint Undertaking (IMI JU), resources of which are composed of a financial contribution from the European Union's Seventh Framework Programme (FP7/2007-2013) and EFPIA companies' in kind contribution. Its goal is to enable the adoption of drug-target binding kinetics analysis in the drug discovery decision-making process, and thereby contribute to the development of a new generation of improved medicinal products. This data set contains drug-target binding kinetics measured for several hundred compounds using different methods such as SPR, radioligand binding and KPCA and is is provided as an open resource for future research.";"273";"9";"2064";"CHEMBL_24";"2018-04-23"
"CHEMBL5209573";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Fluo-8 based assay for SLC24A2 using HEK293 SLC24A2 JumpIn OE cells";"";"10.5281/zenodo.7360329";"";"Sara Tremolada; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"Screen Questtrade mark Fluo-8 NW Calcium Assay Kit provides a homogeneous fluorescence-based assay for detecting the intracellular calcium mobilization, upon activation of SLC24A2. Fluo-8 NW can cross cell membrane, once inside the cell, the lipophilic blocking groups of Fluo-8 AM are cleaved by non-specific cell esterase, resulting in a negatively charged fluorescent dye that stays inside cells. Its fluorescence is greatly enhanced upon binding to calcium. SLC24A2 is a K+-dependent Na+/Ca2+ antiporter, whose activity requires K+. Physiologically, the transporter works extruding the excess of intracellular calcium in exchange with extracellular sodium (forward mode of action), thus contributing to the maintenance of calcium homeostasis. In particular conditions (high extracellular potassium) it may also work in the opposite direction, increasing intracellular calcium concentration (reverse mode of action).";"1";"1";"1";"CHEMBL_33";"2023-05-31"
"CHEMBL5209589";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Membrane potential based transport assay for SLC1A3 using HEK293 JumpIn SLC1A3 OE cells";"";"10.5281/zenodo.6782621";"";"Sara Tremolada; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"Purpose of the assay is to determine the functionality of the SLC1A3 transporter, stably expressed in the HEK-293 JumpIn TREx cell line (SLC1A3 OverExpressing - OE - cell line). SLC1A3 (EAAT1) is a sodium-dependent, high-affinity amino acid transporter that mediates the uptake of L-glutamate, L-aspartate, and L-Cysteine. It plays an essential role in transporting these amino acids across plasma membrane in neurons, and it functions as a symporter that co-transports one amino acid together with 2 or 3 Na+ ions. The transport mediated by SLC1A3 is therefore electrogenic. For this reason, the HEK-293 JumpIn TREx/SLC1A3 OE cell line was tested using the Membrane Potential (MP) dye read-out, which is described in the section below.";"3";"1";"3";"CHEMBL_33";"2023-05-31"
"CHEMBL5209587";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Membrane potential based assay for SLC23A1 using HEK-293 SLC23A1 OE cells";"";"10.5281/zenodo.7360349";"";"Sara Tremolada; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"FLIPR(R) membrane potential dye measures changes of charges across the cell membrane, upon activation of SLC23A1. The assay allows the detection of ion channel and transporter modulation by increasing or decreasing the fluorescent signal as cellular membrane potential changes. When cells are depolarized dye enters the cells, causing an increase in fluorescent signal, conversely, cells hyperpolarization results in dye exit and decreased fluorescence. SLC23A1 is crucial for the uptake of vitamin C (ascorbic acid) in most cell types, it is very selective for L-ascorbic acid; it couples the inward movement of this substrate against its concentration gradient to the simultaneous movement of sodium down its electrochemical gradient. It is an electrogenic transporter eligible to be studied using the membrane potential dye.";"2";"1";"2";"CHEMBL_33";"2023-05-31"
"CHEMBL4507299";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe PF-04554878";"";"10.6019/CHEMBL4507299";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: PF-04554878 was donated by Pfizer. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/PF-04554878. Control: PF-00911705. References: 1. Kang, Yu, Wei Hu, Cristina Ivan, Heather J. Dalton, Takahito Miyake, Chad V. Pecot, Behrouz Zand, Tao Liu, Jie Huang, Nicholas B. Jennings, Rajesha Rupaimoole, Morgan Taylor, Sunila Pradeep, Sherry Y. Wu, Chunhua Lu, Yunfei Wen, Jianfei Huang, Jinsong Liu, and Anil K. Sood. 2013. ‘Role of Focal Adhesion Kinase in Regulating YB-1-Mediated Paclitaxel Resistance in Ovarian Cancer’. Journal of the National Cancer Institute 105(19):1485–95. PMID: 24062525 (VS-6063).";"2";"447";"1096";"CHEMBL_28";"2021-01-15"
